tx	gene_id	N2L	N2S	N3L	N3S	N4L	N4S	NE3L	NE3S	NE4L	NE4S	NE5L	NE5S	NW3L	NW3S	NW4L	NW4S	NW5L	NW5S	W3L	W3S	W4S	W5L	W5S
MarorCopia-1.t1	MarorCopia-1	4880.238	4913.481	4893.665	4904.649	4888.989	4913.274	4914.968	4904.738	4914.992	4922.086	4909.501	4914.245	4888.619	4856.826	4890.569	4903.949	4894.783	4912.676	4905.711	4918.365	4920.765	4890.603	4917.801
MarorCopia-10.t1	MarorCopia-10	1536.238	1569.481	1549.665	1560.649	1544.989	1569.274	1570.968	1560.738	1570.992	1578.086	1565.501	1570.245	1544.619	1512.826	1546.569	1559.949	1550.783	1568.676	1561.711	1574.365	1576.765	1546.603	1573.801
MarorCopia-11.t1	MarorCopia-11	1968.238	2001.481	1981.665	1992.649	1976.989	2001.274	2002.968	1992.738	2002.992	2010.086	1997.501	2002.245	1976.619	1944.826	1978.569	1991.949	1982.783	2000.676	1993.711	2006.365	2008.765	1978.603	2005.801
MarorCopia-12.t1	MarorCopia-12	1522.238	1555.481	1535.665	1546.649	1530.989	1555.274	1556.968	1546.738	1556.992	1564.086	1551.501	1556.245	1530.619	1498.826	1532.569	1545.949	1536.783	1554.676	1547.711	1560.365	1562.765	1532.603	1559.801
MarorCopia-13.t1	MarorCopia-13	4963.238	4996.481	4976.665	4987.649	4971.989	4996.274	4997.968	4987.738	4997.992	5005.086	4992.501	4997.245	4971.619	4939.826	4973.569	4986.949	4977.783	4995.676	4988.711	5001.365	5003.765	4973.603	5000.801
MarorCopia-14.t1	MarorCopia-14	4423.238	4456.481	4436.665	4447.649	4431.989	4456.274	4457.968	4447.738	4457.992	4465.086	4452.501	4457.245	4431.619	4399.826	4433.569	4446.949	4437.783	4455.676	4448.711	4461.365	4463.765	4433.603	4460.801
MarorCopia-15.t1	MarorCopia-15	4954.238	4987.481	4967.665	4978.649	4962.989	4987.274	4988.968	4978.738	4988.992	4996.086	4983.501	4988.245	4962.619	4930.826	4964.569	4977.949	4968.783	4986.676	4979.711	4992.365	4994.765	4964.603	4991.801
MarorCopia-16.t1	MarorCopia-16	4533.238	4566.481	4546.665	4557.649	4541.989	4566.274	4567.968	4557.738	4567.992	4575.086	4562.501	4567.245	4541.619	4509.826	4543.569	4556.949	4547.783	4565.676	4558.711	4571.365	4573.765	4543.603	4570.801
MarorCopia-17.t1	MarorCopia-17	5254.238	5287.481	5267.665	5278.649	5262.989	5287.274	5288.968	5278.738	5288.992	5296.086	5283.501	5288.245	5262.619	5230.826	5264.569	5277.949	5268.783	5286.676	5279.711	5292.365	5294.765	5264.603	5291.801
MarorCopia-18.t1	MarorCopia-18	5005.238	5038.481	5018.665	5029.649	5013.989	5038.274	5039.968	5029.738	5039.992	5047.086	5034.501	5039.245	5013.619	4981.826	5015.569	5028.949	5019.783	5037.676	5030.711	5043.365	5045.765	5015.603	5042.801
MarorCopia-19.t1	MarorCopia-19	5060.238	5093.481	5073.665	5084.649	5068.989	5093.274	5094.968	5084.738	5094.992	5102.086	5089.501	5094.245	5068.619	5036.826	5070.569	5083.949	5074.783	5092.676	5085.711	5098.365	5100.765	5070.603	5097.801
MarorCopia-2.t1	MarorCopia-2	9126.238	9159.481	9139.665	9150.649	9134.989	9159.274	9160.968	9150.738	9160.992	9168.086	9155.501	9160.245	9134.619	9102.826	9136.569	9149.949	9140.783	9158.676	9151.711	9164.365	9166.765	9136.603	9163.801
MarorCopia-20.t1	MarorCopia-20	4936.238	4969.481	4949.665	4960.649	4944.989	4969.274	4970.968	4960.738	4970.992	4978.086	4965.501	4970.245	4944.619	4912.826	4946.569	4959.949	4950.783	4968.676	4961.711	4974.365	4976.765	4946.603	4973.801
MarorCopia-3.t1	MarorCopia-3	4615.238	4648.481	4628.665	4639.649	4623.989	4648.274	4649.968	4639.738	4649.992	4657.086	4644.501	4649.245	4623.619	4591.826	4625.569	4638.949	4629.783	4647.676	4640.711	4653.365	4655.765	4625.603	4652.801
MarorCopia-4.t1	MarorCopia-4	4515.238	4548.481	4528.665	4539.649	4523.989	4548.274	4549.968	4539.738	4549.992	4557.086	4544.501	4549.245	4523.619	4491.826	4525.569	4538.949	4529.783	4547.676	4540.711	4553.365	4555.765	4525.603	4552.801
MarorCopia-5.t1	MarorCopia-5	4908.238	4941.481	4921.665	4932.649	4916.989	4941.274	4942.968	4932.738	4942.992	4950.086	4937.501	4942.245	4916.619	4884.826	4918.569	4931.949	4922.783	4940.676	4933.711	4946.365	4948.765	4918.603	4945.801
MarorCopia-6.t1	MarorCopia-6	5735.238	5768.481	5748.665	5759.649	5743.989	5768.274	5769.968	5759.738	5769.992	5777.086	5764.501	5769.245	5743.619	5711.826	5745.569	5758.949	5749.783	5767.676	5760.711	5773.365	5775.765	5745.603	5772.801
MarorCopia-7.t1	MarorCopia-7	6219.238	6252.481	6232.665	6243.649	6227.989	6252.274	6253.968	6243.738	6253.992	6261.086	6248.501	6253.245	6227.619	6195.826	6229.569	6242.949	6233.783	6251.676	6244.711	6257.365	6259.765	6229.603	6256.801
MarorCopia-8.t1	MarorCopia-8	3969.238	4002.481	3982.665	3993.649	3977.989	4002.274	4003.968	3993.738	4003.992	4011.086	3998.501	4003.245	3977.619	3945.826	3979.569	3992.949	3983.783	4001.676	3994.711	4007.365	4009.765	3979.603	4006.801
MarorCopia-9.t1	MarorCopia-9	6445.238	6478.481	6458.665	6469.649	6453.989	6478.274	6479.968	6469.738	6479.992	6487.086	6474.501	6479.245	6453.619	6421.826	6455.569	6468.949	6459.783	6477.676	6470.711	6483.365	6485.765	6455.603	6482.801
MarorDIRS-1.t1	MarorDIRS-1	4651.238	4684.481	4664.665	4675.649	4659.989	4684.274	4685.968	4675.738	4685.992	4693.086	4680.501	4685.245	4659.619	4627.826	4661.569	4674.949	4665.783	4683.676	4676.711	4689.365	4691.765	4661.603	4688.801
MarorDNAU-1.t1	MarorDNAU-1	396.914	428.481	410.141	420.636	405.197	428.733	430.659	420.298	430.245	437.619	424.501	429.572	404.463	372.334	406.557	419.825	410.227	427.81	420.794	433.688	437.077	406.475	433.079
MarorDNAU-11.t1	MarorDNAU-11	925.238	958.481	938.665	949.649	933.989	958.274	959.968	949.738	959.992	967.086	954.501	959.245	933.619	901.826	935.569	948.949	939.783	957.676	950.711	963.365	965.765	935.603	962.801
MarorDNAU-12.t1	MarorDNAU-12	522.239	555.481	535.894	546.649	531	555.298	556.968	546.738	556.992	564.086	551.501	556.245	530.932	498.975	532.576	545.956	536.783	554.677	547.72	560.365	562.765	532.622	559.801
MarorDNAU-13.t1	MarorDNAU-13	426.223	458.481	440.056	450.551	434.16	458.59	459.969	450.296	460.243	467.599	454.501	459.549	434.461	402.227	435.602	449.744	440.227	457.678	450.77	463.383	467.077	436.125	463.076
MarorDNAU-14.t1	MarorDNAU-14	451.211	483.481	464.547	475.509	459.036	483.537	484.968	475.247	484.992	492.421	479.501	484.247	459.423	426.982	460.584	474.476	464.807	482.678	475.77	488.365	490.765	461.104	487.801
MarorDNAU-15.t1	MarorDNAU-15	867.238	900.481	880.665	891.649	875.989	900.274	901.968	891.738	901.992	909.086	896.501	901.245	875.619	843.826	877.569	890.949	881.783	899.676	892.711	905.365	907.765	877.603	904.801
MarorDNAU-16.t1	MarorDNAU-16	824.238	857.481	837.665	848.649	832.989	857.274	858.968	848.738	858.992	866.086	853.501	858.245	832.619	800.826	834.569	847.949	838.783	856.676	849.711	862.365	864.765	834.603	861.801
MarorDNAU-17.t1	MarorDNAU-17	795.238	828.481	808.665	819.649	803.989	828.274	829.968	819.738	829.992	837.086	824.501	829.245	803.619	771.826	805.569	818.949	809.783	827.676	820.711	833.365	835.765	805.603	832.801
MarorDNAU-18.t1	MarorDNAU-18	578.239	611.481	591.853	602.649	587	611.294	612.968	602.738	612.992	620.086	607.501	612.245	586.932	554.931	588.576	601.949	592.783	610.677	603.713	616.365	618.765	588.622	615.801
MarorDNAU-19.t1	MarorDNAU-19	915.238	948.481	928.665	939.649	923.989	948.274	949.968	939.738	949.992	957.086	944.501	949.245	923.619	891.826	925.569	938.949	929.783	947.676	940.711	953.365	955.765	925.603	952.801
MarorDNAU-2.t1	MarorDNAU-2	1132.238	1165.481	1145.665	1156.649	1140.989	1165.274	1166.968	1156.738	1166.992	1174.086	1161.501	1166.245	1140.619	1108.826	1142.569	1155.949	1146.783	1164.676	1157.711	1170.365	1172.765	1142.603	1169.801
MarorDNAU-3.t1	MarorDNAU-3	138.47	160.084	149.913	156.222	143.267	163.903	162.914	154.112	161.561	167.677	160.232	161.876	142.651	116.02	143.267	155.464	146.028	160.735	153.272	165.769	164.145	145.29	163.943
MarorDNAU-4.t1	MarorDNAU-4	504.256	537.481	517.894	528.649	513.031	537.307	538.968	528.739	538.992	546.086	533.501	538.245	512.932	480.976	514.578	527.984	518.783	536.678	529.72	542.365	544.765	514.631	541.801
MarorDNAU-5.t1	MarorDNAU-5	390.914	422.481	404.354	414.636	399.439	422.933	424.659	414.299	424.249	431.629	418.527	423.587	398.476	366.358	400.63	413.825	404.228	421.81	414.796	428.15	431.077	400.617	427.079
MarorDNAU-6.t1	MarorDNAU-6	468.209	500.481	481.499	492.317	476.031	500.383	501.968	491.843	501.992	509.086	496.501	501.247	476.423	443.982	477.578	491.17	481.807	499.678	492.77	505.365	507.765	478.104	504.801
MarorDNAU-7.t1	MarorDNAU-7	519.239	552.481	532.894	543.649	528	552.298	553.968	543.738	553.992	561.086	548.501	553.245	527.932	495.975	529.577	542.956	533.783	551.677	544.72	557.365	559.765	529.622	556.801
MarorDNAU-8.t1	MarorDNAU-8	1540.238	1573.481	1553.665	1564.649	1548.989	1573.274	1574.968	1564.738	1574.992	1582.086	1569.501	1574.245	1548.619	1516.826	1550.569	1563.949	1554.783	1572.676	1565.711	1578.365	1580.765	1550.603	1577.801
MarorDNAU-9.t1	MarorDNAU-9	92.487	110.897	102.192	108.549	96.635	115.459	114.295	105.491	113.393	118.152	112.769	112.898	96.411	75.212	96.136	108.311	100.08	112.537	103.917	116.421	115.307	99.839	114.061
MarorDileera-1.t1	MarorDileera-1	2423.238	2456.481	2436.665	2447.649	2431.989	2456.274	2457.968	2447.738	2457.992	2465.086	2452.501	2457.245	2431.619	2399.826	2433.569	2446.949	2437.783	2455.676	2448.711	2461.365	2463.765	2433.603	2460.801
MarorDileera-2.t1	MarorDileera-2	2836.238	2869.481	2849.665	2860.649	2844.989	2869.274	2870.968	2860.738	2870.992	2878.086	2865.501	2870.245	2844.619	2812.826	2846.569	2859.949	2850.783	2868.676	2861.711	2874.365	2876.765	2846.603	2873.801
MarorDileera-3.t1	MarorDileera-3	2085.238	2118.481	2098.665	2109.649	2093.989	2118.274	2119.968	2109.738	2119.992	2127.086	2114.501	2119.245	2093.619	2061.826	2095.569	2108.949	2099.783	2117.676	2110.711	2123.365	2125.765	2095.603	2122.801
MarorDileera-4.t1	MarorDileera-4	10577.238	10610.481	10590.665	10601.649	10585.989	10610.274	10611.968	10601.738	10611.992	10619.086	10606.501	10611.245	10585.619	10553.826	10587.569	10600.949	10591.783	10609.676	10602.711	10615.365	10617.765	10587.603	10614.801
MarorDileera-5.t1	MarorDileera-5	7982.238	8015.481	7995.665	8006.649	7990.989	8015.274	8016.968	8006.738	8016.992	8024.086	8011.501	8016.245	7990.619	7958.826	7992.569	8005.949	7996.783	8014.676	8007.711	8020.365	8022.765	7992.603	8019.801
MarorDileera-6.t1	MarorDileera-6	10715.238	10748.481	10728.665	10739.649	10723.989	10748.274	10749.968	10739.738	10749.992	10757.086	10744.501	10749.245	10723.619	10691.826	10725.569	10738.949	10729.783	10747.676	10740.711	10753.365	10755.765	10725.603	10752.801
MarorDileera-7.t1	MarorDileera-7	7657.238	7690.481	7670.665	7681.649	7665.989	7690.274	7691.968	7681.738	7691.992	7699.086	7686.501	7691.245	7665.619	7633.826	7667.569	7680.949	7671.783	7689.676	7682.711	7695.365	7697.765	7667.603	7694.801
MarorDileera-8.t1	MarorDileera-8	2495.238	2528.481	2508.665	2519.649	2503.989	2528.274	2529.968	2519.738	2529.992	2537.086	2524.501	2529.245	2503.619	2471.826	2505.569	2518.949	2509.783	2527.676	2520.711	2533.365	2535.765	2505.603	2532.801
MarorDileera-9.t1	MarorDileera-9	11165.238	11198.481	11178.665	11189.649	11173.989	11198.274	11199.968	11189.738	11199.992	11207.086	11194.501	11199.245	11173.619	11141.826	11175.569	11188.949	11179.783	11197.676	11190.711	11203.365	11205.765	11175.603	11202.801
MarorGypsy-1.t1	MarorGypsy-1	8884.238	8917.481	8897.665	8908.649	8892.989	8917.274	8918.968	8908.738	8918.992	8926.086	8913.501	8918.245	8892.619	8860.826	8894.569	8907.949	8898.783	8916.676	8909.711	8922.365	8924.765	8894.603	8921.801
MarorGypsy-10.t1	MarorGypsy-10	6610.238	6643.481	6623.665	6634.649	6618.989	6643.274	6644.968	6634.738	6644.992	6652.086	6639.501	6644.245	6618.619	6586.826	6620.569	6633.949	6624.783	6642.676	6635.711	6648.365	6650.765	6620.603	6647.801
MarorGypsy-11.t1	MarorGypsy-11	1114.238	1147.481	1127.665	1138.649	1122.989	1147.274	1148.968	1138.738	1148.992	1156.086	1143.501	1148.245	1122.619	1090.826	1124.569	1137.949	1128.783	1146.676	1139.711	1152.365	1154.765	1124.603	1151.801
MarorGypsy-12.t1	MarorGypsy-12	7227.238	7260.481	7240.665	7251.649	7235.989	7260.274	7261.968	7251.738	7261.992	7269.086	7256.501	7261.245	7235.619	7203.826	7237.569	7250.949	7241.783	7259.676	7252.711	7265.365	7267.765	7237.603	7264.801
MarorGypsy-13.t1	MarorGypsy-13	7218.238	7251.481	7231.665	7242.649	7226.989	7251.274	7252.968	7242.738	7252.992	7260.086	7247.501	7252.245	7226.619	7194.826	7228.569	7241.949	7232.783	7250.676	7243.711	7256.365	7258.765	7228.603	7255.801
MarorGypsy-14.t1	MarorGypsy-14	7732.238	7765.481	7745.665	7756.649	7740.989	7765.274	7766.968	7756.738	7766.992	7774.086	7761.501	7766.245	7740.619	7708.826	7742.569	7755.949	7746.783	7764.676	7757.711	7770.365	7772.765	7742.603	7769.801
MarorGypsy-15.t1	MarorGypsy-15	8536.238	8569.481	8549.665	8560.649	8544.989	8569.274	8570.968	8560.738	8570.992	8578.086	8565.501	8570.245	8544.619	8512.826	8546.569	8559.949	8550.783	8568.676	8561.711	8574.365	8576.765	8546.603	8573.801
MarorGypsy-16.t1	MarorGypsy-16	5795.238	5828.481	5808.665	5819.649	5803.989	5828.274	5829.968	5819.738	5829.992	5837.086	5824.501	5829.245	5803.619	5771.826	5805.569	5818.949	5809.783	5827.676	5820.711	5833.365	5835.765	5805.603	5832.801
MarorGypsy-17.t1	MarorGypsy-17	15436.238	15469.481	15449.665	15460.649	15444.989	15469.274	15470.968	15460.738	15470.992	15478.086	15465.501	15470.245	15444.619	15412.826	15446.569	15459.949	15450.783	15468.676	15461.711	15474.365	15476.765	15446.603	15473.801
MarorGypsy-18.t1	MarorGypsy-18	9634.238	9667.481	9647.665	9658.649	9642.989	9667.274	9668.968	9658.738	9668.992	9676.086	9663.501	9668.245	9642.619	9610.826	9644.569	9657.949	9648.783	9666.676	9659.711	9672.365	9674.765	9644.603	9671.801
MarorGypsy-19.t1	MarorGypsy-19	9005.238	9038.481	9018.665	9029.649	9013.989	9038.274	9039.968	9029.738	9039.992	9047.086	9034.501	9039.245	9013.619	8981.826	9015.569	9028.949	9019.783	9037.676	9030.711	9043.365	9045.765	9015.603	9042.801
MarorGypsy-2.t1	MarorGypsy-2	7354.238	7387.481	7367.665	7378.649	7362.989	7387.274	7388.968	7378.738	7388.992	7396.086	7383.501	7388.245	7362.619	7330.826	7364.569	7377.949	7368.783	7386.676	7379.711	7392.365	7394.765	7364.603	7391.801
MarorGypsy-20.t1	MarorGypsy-20	15346.238	15379.481	15359.665	15370.649	15354.989	15379.274	15380.968	15370.738	15380.992	15388.086	15375.501	15380.245	15354.619	15322.826	15356.569	15369.949	15360.783	15378.676	15371.711	15384.365	15386.765	15356.603	15383.801
MarorGypsy-21.t1	MarorGypsy-21	9854.238	9887.481	9867.665	9878.649	9862.989	9887.274	9888.968	9878.738	9888.992	9896.086	9883.501	9888.245	9862.619	9830.826	9864.569	9877.949	9868.783	9886.676	9879.711	9892.365	9894.765	9864.603	9891.801
MarorGypsy-22.t1	MarorGypsy-22	4203.238	4236.481	4216.665	4227.649	4211.989	4236.274	4237.968	4227.738	4237.992	4245.086	4232.501	4237.245	4211.619	4179.826	4213.569	4226.949	4217.783	4235.676	4228.711	4241.365	4243.765	4213.603	4240.801
MarorGypsy-23.t1	MarorGypsy-23	16393.238	16426.481	16406.665	16417.649	16401.989	16426.274	16427.968	16417.738	16427.992	16435.086	16422.501	16427.245	16401.619	16369.826	16403.569	16416.949	16407.783	16425.676	16418.711	16431.365	16433.765	16403.603	16430.801
MarorGypsy-24.t1	MarorGypsy-24	6568.238	6601.481	6581.665	6592.649	6576.989	6601.274	6602.968	6592.738	6602.992	6610.086	6597.501	6602.245	6576.619	6544.826	6578.569	6591.949	6582.783	6600.676	6593.711	6606.365	6608.765	6578.603	6605.801
MarorGypsy-25.t1	MarorGypsy-25	15438.238	15471.481	15451.665	15462.649	15446.989	15471.274	15472.968	15462.738	15472.992	15480.086	15467.501	15472.245	15446.619	15414.826	15448.569	15461.949	15452.783	15470.676	15463.711	15476.365	15478.765	15448.603	15475.801
MarorGypsy-26.t1	MarorGypsy-26	16162.238	16195.481	16175.665	16186.649	16170.989	16195.274	16196.968	16186.738	16196.992	16204.086	16191.501	16196.245	16170.619	16138.826	16172.569	16185.949	16176.783	16194.676	16187.711	16200.365	16202.765	16172.603	16199.801
MarorGypsy-27.t1	MarorGypsy-27	6488.238	6521.481	6501.665	6512.649	6496.989	6521.274	6522.968	6512.738	6522.992	6530.086	6517.501	6522.245	6496.619	6464.826	6498.569	6511.949	6502.783	6520.676	6513.711	6526.365	6528.765	6498.603	6525.801
MarorGypsy-28.t1	MarorGypsy-28	7697.238	7730.481	7710.665	7721.649	7705.989	7730.274	7731.968	7721.738	7731.992	7739.086	7726.501	7731.245	7705.619	7673.826	7707.569	7720.949	7711.783	7729.676	7722.711	7735.365	7737.765	7707.603	7734.801
MarorGypsy-29.t1	MarorGypsy-29	2302.238	2335.481	2315.665	2326.649	2310.989	2335.274	2336.968	2326.738	2336.992	2344.086	2331.501	2336.245	2310.619	2278.826	2312.569	2325.949	2316.783	2334.676	2327.711	2340.365	2342.765	2312.603	2339.801
MarorGypsy-3.t1	MarorGypsy-3	13277.238	13310.481	13290.665	13301.649	13285.989	13310.274	13311.968	13301.738	13311.992	13319.086	13306.501	13311.245	13285.619	13253.826	13287.569	13300.949	13291.783	13309.676	13302.711	13315.365	13317.765	13287.603	13314.801
MarorGypsy-30.t1	MarorGypsy-30	9846.238	9879.481	9859.665	9870.649	9854.989	9879.274	9880.968	9870.738	9880.992	9888.086	9875.501	9880.245	9854.619	9822.826	9856.569	9869.949	9860.783	9878.676	9871.711	9884.365	9886.765	9856.603	9883.801
MarorGypsy-4.t1	MarorGypsy-4	6760.238	6793.481	6773.665	6784.649	6768.989	6793.274	6794.968	6784.738	6794.992	6802.086	6789.501	6794.245	6768.619	6736.826	6770.569	6783.949	6774.783	6792.676	6785.711	6798.365	6800.765	6770.603	6797.801
MarorGypsy-5.t1	MarorGypsy-5	5556.238	5589.481	5569.665	5580.649	5564.989	5589.274	5590.968	5580.738	5590.992	5598.086	5585.501	5590.245	5564.619	5532.826	5566.569	5579.949	5570.783	5588.676	5581.711	5594.365	5596.765	5566.603	5593.801
MarorGypsy-6.t1	MarorGypsy-6	11465.238	11498.481	11478.665	11489.649	11473.989	11498.274	11499.968	11489.738	11499.992	11507.086	11494.501	11499.245	11473.619	11441.826	11475.569	11488.949	11479.783	11497.676	11490.711	11503.365	11505.765	11475.603	11502.801
MarorGypsy-7.t1	MarorGypsy-7	12095.238	12128.481	12108.665	12119.649	12103.989	12128.274	12129.968	12119.738	12129.992	12137.086	12124.501	12129.245	12103.619	12071.826	12105.569	12118.949	12109.783	12127.676	12120.711	12133.365	12135.765	12105.603	12132.801
MarorGypsy-8.t1	MarorGypsy-8	9724.238	9757.481	9737.665	9748.649	9732.989	9757.274	9758.968	9748.738	9758.992	9766.086	9753.501	9758.245	9732.619	9700.826	9734.569	9747.949	9738.783	9756.676	9749.711	9762.365	9764.765	9734.603	9761.801
MarorGypsy-9.t1	MarorGypsy-9	5634.238	5667.481	5647.665	5658.649	5642.989	5667.274	5668.968	5658.738	5668.992	5676.086	5663.501	5668.245	5642.619	5610.826	5644.569	5657.949	5648.783	5666.676	5659.711	5672.365	5674.765	5644.603	5671.801
MarorHarbinger-1.t1	MarorHarbinger-1	994.238	1027.481	1007.665	1018.649	1002.989	1027.274	1028.968	1018.738	1028.992	1036.086	1023.501	1028.245	1002.619	970.826	1004.569	1017.949	1008.783	1026.676	1019.711	1032.365	1034.765	1004.603	1031.801
MarorHarbinger-2.t1	MarorHarbinger-2	233.408	259.383	246.769	254.85	239.449	262.734	262.882	253.317	261.852	269.21	260.072	261.78	237.903	207.74	240.52	254.295	242.298	259.268	253.277	265.695	267.322	240.747	265.344
MarorHarbinger-3.t1	MarorHarbinger-3	228.733	254.412	241.939	250.249	234.595	258.05	258.039	248.65	257.048	264.246	255.116	256.921	233.171	202.968	235.761	249.608	238.378	254.481	248.58	260.709	262.322	235.935	260.518
MarorHarbinger-4.t1	MarorHarbinger-4	474.209	506.481	487.499	498.317	482.031	506.383	507.968	497.843	507.992	515.086	502.501	507.245	482.115	449.982	483.578	496.999	487.806	505.678	498.77	511.365	513.765	484.104	510.801
MarorHarbinger-5.t1	MarorHarbinger-5	2979.238	3012.481	2992.665	3003.649	2987.989	3012.274	3013.968	3003.738	3013.992	3021.086	3008.501	3013.245	2987.619	2955.826	2989.569	3002.949	2993.783	3011.676	3004.711	3017.365	3019.765	2989.603	3016.801
MarorHelitron-1.t1	MarorHelitron-1	6428.238	6461.481	6441.665	6452.649	6436.989	6461.274	6462.968	6452.738	6462.992	6470.086	6457.501	6462.245	6436.619	6404.826	6438.569	6451.949	6442.783	6460.676	6453.711	6466.365	6468.765	6438.603	6465.801
MarorHelitron-2.t1	MarorHelitron-2	652.239	685.481	665.665	676.649	661	685.274	686.968	676.738	686.992	694.086	681.501	686.245	660.619	628.826	662.569	675.949	666.783	684.676	677.711	690.365	692.765	662.603	689.801
MarorHelitron-3.t1	MarorHelitron-3	1186.238	1219.481	1199.665	1210.649	1194.989	1219.274	1220.968	1210.738	1220.992	1228.086	1215.501	1220.245	1194.619	1162.826	1196.569	1209.949	1200.783	1218.676	1211.711	1224.365	1226.765	1196.603	1223.801
MarorHelitron-4.t1	MarorHelitron-4	391.914	423.481	405.184	415.636	400.377	423.918	425.659	415.299	425.249	432.624	419.525	424.587	399.476	367.358	401.611	414.825	405.227	422.81	415.795	429.075	432.077	401.617	428.079
MarorHelitron-5.t1	MarorHelitron-5	6210.238	6243.481	6223.665	6234.649	6218.989	6243.274	6244.968	6234.738	6244.992	6252.086	6239.501	6244.245	6218.619	6186.826	6220.569	6233.949	6224.783	6242.676	6235.711	6248.365	6250.765	6220.603	6247.801
MarorIS3EU-1.t1	MarorIS3EU-1	1536.238	1569.481	1549.665	1560.649	1544.989	1569.274	1570.968	1560.738	1570.992	1578.086	1565.501	1570.245	1544.619	1512.826	1546.569	1559.949	1550.783	1568.676	1561.711	1574.365	1576.765	1546.603	1573.801
